doi,theory_id,theory,title,year,"Q1: Does the paper/theory suggest an aging biomarker (i.e. measurable entity reflecting the pace of aging or organism health state, associated with mortality or age-related conditions)?",Q2: Does the paper/theory suggest a molecular mechanism of aging?,Q3: Does the paper/theory suggest a longevity intervention to test?,Q4: Does the paper/theory claim that aging cannot be reversed? (Yes / No),Q5: Does the paper/theory suggest a biomarker that explains differences in maximum lifespan between species? (Yes / No),Q6: Does the paper/theory explain why the naked mole rat can live 40+ years despite its small size?,Q7: Does the paper/theory explain why birds live much longer than mammals on average?,Q8: Does the paper/theory explain why large animals live longer than small ones?,Q9: Does the paper/theory explain why calorie restriction increases the lifespan of vertebrates?
10.1093/eurheartj/ehv587,T0316,Antioxidant Enzyme Regulation in Free Radical Theory,Molecular mechanism of endothelial and vascular aging: implications for cardiovascular disease.,2015,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/eurheartj/ehw073,T0056,p66Shc Oxidative Stress Theory,Reprogramming ageing and longevity genes restores paracrine angiogenic properties of early outgrowth cells.,2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/eurpub/14.3.331,T1386,Social and Environmental Determinants of Aging Theory,"Biological ageing: a fundamental, biological link between socio-economic status and health?",2004,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/evlett/qrad050,T0266,Mutation Accumulation and Antagonistic Pleiotropy Genetic Theory,Senescence evolution under the catastrophic accumulation of deleterious mutations.,2024,No,Yes,No,No,Yes,No,Yes,No,Yes
10.1093/evlett/qrae055,T0010,Telomere Shortening and Replicative Senescence Theory,Heritability and age-dependent changes in genetic variation of telomere length in a wild house sparrow population.,2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/evolut/qpac027,T0016,Germline Late-Acting Mutation Accumulation Theory,Age-specific effects of deletions: implications for aging theories.,2023,No,No,No,No,No,No,No,No,No
10.1093/evolut/qpac045,T1144,Transgenerational and Epigenetic Inheritance Theory,The distribution of the Lansing Effect across animal species.,2023,"Yes, quantitatively shown",No,No,No,No,No,No,No,No
10.1093/evolut/qpac050,T0938,Cognitive Buffer Hypothesis,Phylogenetically controlled life history trait meta-analysis in cetaceans reveals unexpected negative brain size and longevity correlation.,2023,No,No,No,No,No,No,No,No,No
10.1093/evolut/qpad091,T1059,Gene-Specific Antagonistic Pleiotropy Theory: APOE and Genetic Variants,On aging and age-specific effects of spontaneous mutations.,2023,No,Yes,No,No,No,No,No,No,No
10.1093/evolut/qpad163,T0016,Germline Late-Acting Mutation Accumulation Theory,Pleiotropic fitness effects across sexes and ages in the Drosophila genome and transcriptome.,2023,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/evolut/qpae097,T1146,Selective Survival and Viability Selection Theory,What does not kill you makes you stronger? Effects of paternal age at conception on fathers and sons.,2024,No,No,No,No,No,No,No,No,No
10.1093/evolut/qpaf096,T0202,Mother's Curse Mitochondrial Theory,Testing for age- and sex-specific mitonuclear epistasis in Drosophila.,2025,No,Yes,No,No,No,No,No,No,No
10.1093/evolut/qpaf119,T0883,Evolutionary Life-History Telomere Theory,Why are telomeres the length that they are? Insight from a phylogenetic comparative analysis.,2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/exposome/osac002,T1370,Environmental and Lifestyle Impact Theory,An exposomic framework to uncover environmental drivers of aging.,2022,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/femsle/fnae109,T0092,Somatic Mutation Accumulation Theory,Slx5/Slx8 SUMO-targeted ubiquitin ligase deficiency shortens lifespan due to increased mutation accumulation in yeast.,2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/femsyr/foy048,T0674,mTORC1 Nutrient Signaling Theory,The TORC1-Sch9 pathway as a crucial mediator of chronological lifespan in the yeast Saccharomyces cerevisiae.,2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/femsyr/foy050,T1139,RNA Metabolism and Turnover Decline Theory,"RNA stability and metabolism in regulated cell death, aging and diseases.",2018,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.1093/femsyr/foy054,T0164,Proteostasis Network Decline and Protein Aggregation Theory,Yeast as a model to study protein misfolding in aged cells.,2018,No,Yes,No,No,No,No,No,No,No
10.1093/g3journal/jkab112,T0012,Epigenetic Drift Theory,Prediction of biological age and evaluation of genome-wide dynamic methylomic changes throughout human aging.,2021,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/g3journal/jkac045,T1126,Relaxed Purifying Selection Theory,"Genome of the Rio Pearlfish (Nematolebias whitei), a bi-annual killifish model for Eco-Evo-Devo in extreme environments.",2022,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/g3journal/jkad207,T1355,Transcription Factor Isoform Regulation Theory,CRISPR screen identifies CEBPB as contributor to dyskeratosis congenita fibroblast senescence via augmented inflammatory gene response.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/g3journal/jkae030,T0757,Chromatin Remodeling and Histone Modification Theory of Aging,Lysine-36 of Drosophila histone H3.3 supports adult longevity.,2024,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.1093/gbe/evab031,T0150,Transposable Element Activation Theory,Transposable Element Landscape in Drosophila Populations Selected for Longevity.,2021,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gbe/evab075,T0961,Remodeling Theory,Transcriptomic Signatures of Ageing Vary in Solitary and Social Forms of an Orchid Bee.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/gbe/evab093,T0154,Classical Evolutionary Mutation Accumulation Theory,"Gene Coexpression Network Reveals Highly Conserved, Well-Regulated Anti-Ageing Mechanisms in Old Ant Queens.",2021,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gbe/evab244,T0064,Genetic Architecture of Longevity,Concurrent Evolution of Antiaging Gene Duplications and Cellular Phenotypes in Long-Lived Turtles.,2021,"Yes, but not shown",Yes,No,No,Yes,Yes,No,Yes,No
10.1093/gbe/evac177,T0779,Reproductive Strategy-Driven Life History Theory,Experimental Life History Evolution Results in Sex-specific Evolution of Gene Expression in Seed Beetles.,2023,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gbe/evad159,T0132,Mitochondrial ROS-Induced Accumulated Damage Theory,Signatures of Extreme Longevity: A Perspective from Bivalve Molecular Evolution.,2023,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1093/gbe/evad186,T0064,Genetic Architecture of Longevity,Duplications of Human Longevity-Associated Genes Across Placental Mammals.,2023,"Yes, but not shown",Yes,No,No,Yes,Yes,No,No,No
10.1093/gbe/evae111,T0668,Telomere Length Regulation and Inheritance Theory,Does Effective Population Size Govern Evolutionary Differences in Telomere Length?,2024,"Yes, but not shown",Yes,No,No,Yes,No,Yes,Yes,No
10.1093/gbe/evae255,T0122,IIS/TOR Nutrient Signaling Disposable Soma Theory,Convergent Evolution Associated with the Loss of Developmental Diapause May Promote Extended Lifespan in Bees.,2024,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gbe/evaf082,T0007,Classical Evolutionary Antagonistic Pleiotropy Theory,Selection for Early Reproduction Leads to Accelerated Aging and Extensive Metabolic Remodeling in Drosophila melanogaster.,2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gbe/evaf088,T0150,Transposable Element Activation Theory,Exploring the Relationship of Transposable Elements and Ageing: Causes and Consequences.,2025,"Yes, but not shown",Yes,Yes,No,Yes,Yes,No,Yes,Yes
10.1093/gbe/evaf187,T0016,Germline Late-Acting Mutation Accumulation Theory,Under the shadow: Old-biased genes are subject to weak purifying selection at both the tissue and cell type-specific levels.,2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gbe/evr079,T1961,Mitochondrial Membrane Protein Stability Theory,Stability of mitochondrial membrane proteins in terrestrial vertebrates predicts aerobic capacity and longevity.,2011,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,Yes,No
10.1093/gbe/evt147,T1937,Mitochondrial Germline Protection Theory,"Female and male gamete mitochondria are distinct and complementary in transcription, structure, and genome function.",2013,No,Yes,No,No,No,No,No,No,No
10.1093/gbe/evw014,T0296,Metabolic Regulation of Aging,Ancient Duplications Have Led to Functional Divergence of Vitellogenin-Like Genes Potentially Involved in Inflammation and Oxidative Stress in Honey Bees.,2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/genetics/134.3.781,T0364,Antioxidant Enzyme Modulation of Free Radical Theory,Molecular characterization and rescue of acatalasemic mutants of Drosophila melanogaster.,1993,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/genetics/138.3.773,T0367,Evolutionary Mutation Accumulation Theory of Senescence,The effects of spontaneous mutation on quantitative traits. I. Variances and covariances of life history traits.,1994,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/genetics/141.2.571,T0075,DNA Damage Accumulation and Repair Mechanisms,Evidence for an inducible repair-recombination system in the female germ line of Drosophila melanogaster. I. Induction by inhibitors of nucleotide synthesis and by gamma rays.,1995,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/genetics/141.3.1043,T0392,Gene Expression Regulation Theory,Regulation of gene expression is linked to life span in adult Drosophila.,1995,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/genetics/143.2.839,T0016,Germline Late-Acting Mutation Accumulation Theory,Age-specific patterns of genetic variance in Drosophila melanogaster. I. Mortality.,1996,"Yes, quantitatively shown",No,No,No,No,No,No,No,No
10.1093/genetics/143.2.849,T0749,Germline Mutation Accumulation and Evolutionary Mutation Accumulation Theory,Age-specific patterns of genetic variance in Drosophila melanogaster. II. Fecundity and its genetic covariance with age-specific mortality.,1996,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/genetics/148.1.287,T0290,Germline Mutation Accumulation Theory,Age-specific properties of spontaneous mutations affecting mortality in Drosophila melanogaster.,1998,No,No,No,No,No,No,No,No,No
10.1093/genetics/152.1.179,T0117,Mitochondrial Retrograde Signaling Theory,Interorganelle signaling is a determinant of longevity in Saccharomyces cerevisiae.,1999,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/genetics/153.2.813,T0612,Bit-String Genetic Mutation Accumulation Models,The evolution of age-specific mortality rates in Drosophila melanogaster: genetic divergence among unselected lines.,1999,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/genetics/154.1.213,T0007,Classical Evolutionary Antagonistic Pleiotropy Theory,Genotype-environment interaction for quantitative trait loci affecting life span in Drosophila melanogaster.,2000,No,No,No,No,No,No,No,No,No
10.1093/genetics/161.4.1763,T0030,Antioxidant Defense and Oxidative Damage Theory,Antioxidant gene expression in active and sedentary house mice (Mus domesticus) selected for high voluntary wheel-running behavior.,2002,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/genetics/165.4.2055,T0761,Chromatin Remodeling and Nuclear Architecture Theories,Age-associated activation of epigenetically repressed genes in the mouse.,2003,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/genetics/iyaa037,T0008,Insulin/IGF-1 Signaling Pathway Theory of Aging,Aging modulated by the Drosophila insulin receptor through distinct structure-defined mechanisms.,2021,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,Yes,No
10.1093/genetics/iyab049,T0022,Reproduction-Longevity Trade-Off Antagonistic Pleiotropy Theory,miR-71 mediates age-dependent opposing contributions of the stress-activated kinase KGB-1 in Caenorhabditis elegans.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/genetics/iyab114,T0963,p38 MAPK Signaling Theory,Loss of muscleblind splicing factor shortens Caenorhabditis elegans lifespan by reducing the activity of p38 MAPK/PMK-1 and transcription factors ATF-7 and Nrf/SKN-1.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/genetics/iyac160,T0480,Mitochondrial Dysfunction Longevity Theory,"Mitochondrial dysfunction, aging, and the mitochondrial unfolded protein response in Caenorhabditis elegans.",2022,No,Yes,Yes,No,No,No,No,No,Yes
10.1093/genetics/iyad073,T0151,Retrotransposon Activation Theory,Expression of retrotransposons contributes to aging in Drosophila.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/genetics/iyad154,T0038,Autophagy Dysfunction Theory,Autophagy impairment and lifespan reduction caused by Atg1 RNAi or Atg18 RNAi expression in adult fruit flies (Drosophila melanogaster).,2023,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.1093/genetics/iyaf055,T0325,Developmental and Domain-Specific Epigenome Remodeling Theory,Chromatin and epigenetics in aging biology.,2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gerona/50a.1.b48,T0729,Caloric Restriction and Energy Intake Disposable Soma Theory,Temporal pattern of food intake not a factor in the retardation of aging processes by dietary restriction.,1995,"Yes, quantitatively shown",No,Yes,No,No,No,No,No,Yes
10.1093/gerona/50a.2.b59,T1775,Free Radical-Glycation Synergistic Damage Theory,Birds as animal models for the comparative biology of aging: a prospectus.,1995,"Yes, but not shown",Yes,No,No,Yes,No,Yes,Yes,No
10.1093/gerona/50a.6.b322,T0878,Lipid Peroxidation and Antioxidant Enzyme Imbalance Free Radical Theory,Nematode development is inhibited by methyl viologen and high oxygen concentrations at a rate inversely proportional to life span.,1995,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/gerona/50a.6.b327,T0329,Metabolic Rate-Driven Rate of Living Theory,"Lipofuscin as a record of ""rate of living"" in an aquatic poikilotherm.",1995,"Yes, but not shown",No,No,No,Yes,No,No,No,No
10.1093/gerona/50a.6.b337,T0827,Non-Enzymatic Molecular Damage Theory,"Caloric restriction decreases age-dependent accumulation of the glycoxidation products, N epsilon-(carboxymethyl)lysine and pentosidine, in rat skin collagen.",1995,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/gerona/50a.special_issue.157,T0001,Mitochondrial ROS-Induced Free Radical Theory,Interventions based on the possibility that oxidative stress contributes to sarcopenia.,1995,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/gerona/51a.1.b83,T0627,GH/IGF-1 Axis and Inflammation Modulation Theory,Growth hormone-releasing hormone depletion in the female rat: similarities to aging.,1996,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gerona/51a.4.b284,T0861,Metabolic Restriction and Dietary Restriction Disposable Soma Theory,Selection for longevity favors stringent metabolic control in Drosophila melanogaster.,1996,"Yes, but not shown",No,Yes,No,No,No,No,No,Yes
10.1093/gerona/51a.5.m223,T1171,Coordinated Systemic Functional Decline,How fast do we age? Exercise performance over time as a biomarker.,1996,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1093/gerona/51a.6.b387,T1040,Dietary Restriction Adaptive Resource Reallocation Disposable Soma Theory,The evolution of the antiaging action of dietary restriction: a hypothesis.,1996,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,Yes
10.1093/gerona/51a.6.b392,T0118,Stress Resistance Theory,Hypothesis: interventions that increase the response to stress offer the potential for effective life prolongation and increased health.,1996,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1093/gerona/52a.1.b1,T0172,Neural Plasticity Decline Theory,Fidelity assurance mechanisms of the brain with special reference to its immunogenic CNS compartment: their role in aging and aging-associated neurological disease.,1997,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1093/gerona/52a.1.b26,T0051,Oxidative Stress Theory,Circulating antioxidants as determinants of the rate of biological aging in pigtailed macaques (Macaca nemestrina).,1997,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.1093/gerona/52a.1.b48,T0133,Heat Shock Protein-Mediated Hormesis Theory,"Heat-induced longevity extension in Drosophila. I. Heat treatment, mortality, and thermotolerance.",1997,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/gerona/52a.1.b78,T0209,Evolutionary Life-History Trade-Off Antagonistic Pleiotropy Theory,Postmenopausal acceleration of age-related mortality increase.,1997,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gerona/52a.6.b331,T0571,Oxidative Stress and Replicative Senescence Theory,Cellular and molecular biomarkers indicate precocious in vitro senescence in fibroblasts from SAMP6 mice. Evidence supporting a murine model of premature senescence and osteopenia.,1997,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gerona/53a.2.b147,T0680,Metabolic Regulation and Stress Resistance Theory,Selection for longevity confers resistance to low-temperature stress in Drosophila melanogaster.,1998,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.1093/gerona/53a.2.b94,T0126,Advanced Glycation End Products (AGEs) Theory of Aging,Protein glycation in the aging male Sprague-Dawley rat: effects of antiaging diet restrictions.,1998,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/gerona/53a.3.b180,T0315,Lipid Peroxidation and Antioxidant Balance Free Radical Theory,Caloric intake alters the efficiency of catalase mRNA translation in the liver of old female mice.,1998,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1093/gerona/53a.3.m169,T1774,Antioxidant Enzyme Decline and ROS Accumulation Theory,Impaired glutathione peroxidase activity accounts for the age-related accumulation of hydrogen peroxide in activated human neutrophils.,1998,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1093/gerona/53a.4.b240,T0868,Oxidative Damage and Protein Carbonylation Theory,Effects of oxygen on protein carbonyl and aging in Caenorhabditis elegans mutants with long (age-1) and short (mev-1) life spans.,1998,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1093/gerona/53a.4.b287,T1058,Extrinsic Mortality-Driven Antagonistic Pleiotropy Theory,Cultured renal epithelial cells from birds and mice: enhanced resistance of avian cells to oxidative stress and DNA damage.,1998,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,No
